Id,Portfolio Dept?,Title,Portfolio,Classification,Type of Body,GFS Sector Classification,Materiality,Description,Established By / Under,Established by/Under More Info,Creation Date,GFS Function / Sector Reported,PS Act Body,Average Staffing Level (ASL),Max No. of  Board / Committee Members,Paid Members?,Board / Committee Appointed by,Board / Committee Appointed More Info,Annual Report Prepared and Tabled?,Auditor,Auditor Other,ABN,Parent Organisation,Parent Board / Non-Board Title,"2019-20 Budget, Total Appropriations ($000)","2019-20 Budget, Total Departmental Expenses ($000)",Head Office Street Address,Head Office Suburb,Head Office State,Head Office Postcode,Head Office Country,Website Address,Strategic / Corporate / Organisational Plan,Annual Reports,Budget Documentation
B-002588,,NICNAS Strategic Consultative Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The committee is established to advise the Director of NICNAS on strategies for improving the efficiency and effectiveness of NICNAS operations in achieving the objects of the Industrial Chemicals Notification and Assessment Act 1989 (ICNA Act). In accordance with Government policy on smaller and more rational government, the SCC replaces two previous NICNAS consultative committees: the Industry Government Consultative Committee and the Community Engagement Forum. The committee comprises four members nominated by national industry organisations and four members nominated by national community-based organisations",Minister,,42217,,,,,,,,No,ANAO,,31 162 998 046,Department of Health,,,,260 Elizabeth Street,Surry Hills,NSW,2010,Australia,http://www.nicnas.gov.au,,,
B-000711,,Nuclear Safety Committee,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Nuclear Safety Committee has the following functions: ? to advise the CEO and the Council on matters relating to nuclear safety and the safety of controlled facilities; ? to review and assess the effectiveness of standards, codes, practices and procedures in relation to the safety of controlled facilities; ? to develop detailed policies and to prepare draft publications for the promotion of uniform national standards in relation to the safety of controlled facilities; ? to report to the CEO on matters relating to nuclear safety and the safety of controlled facilities. The Committee?s functions are to be performed only on the request of the CEO.",Act / Regulation,Australian Radiation Protection and Nuclear Safety Act 1998,36507,,,,,,,,No,,,,,,,,,,,,,http://www.arpansa.gov.au/aboutus/committees/nsc.cfm,,,
B-000712,,Pathology Clinical Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Pathology Clinical Committee provides advice and recommendations to the Medicare Benefits Schedule (MBS) Review Taskforce committee on specific evidence based MBS item reviews and rules that underpin Medicare arrangements - as per the MBS Review Taskforce .,Principal Body / Management Board / Senior Executive Officer,,42248,,,,,,,,No,,,,,,,,,,,,,http://www.health.gov.au/internet/main/publishing.nsf/content/MBSR-committees-pathology,,,
B-003293,,Patient Blood Management Steering Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The purpose of establishing the PBMSC is to provide high-level advice and assistance to the NBA General Manager and other staff to assist in achieving the following goals: Successful strategies are deployed to assist: - health care professionals to practice in accordance with the PBM and other best practice guidelines - hospitals to gain accreditation against the NSQHS Standard for Blood and Blood Products. - PBM and other best practice initiatives lead to genuine changes in clinical practice and improvements in patient outcomes. - Collaboration between governments and organisations leads to better practice and improved patient outcomes. - PBM and other Guidelines are delivered to a high quality, at an efficient price, in accordance with their stated objectives.","Committee, Council, Board, Forum",Jurisdictional Blood Committee,40148,,,,,,,,No,,,,,Jurisdictional Blood Committee,,,243 Northbourne Ave,Lyneham,ACT,2602,Australia,,,,
B-002589,,Pharmaceutical Benefits Advisory Committee,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The PBAC advises the Minister about which drugs and medicinal preparations should be made available as pharmaceutical benefits, and also advises the Minister about which vaccines should be included on the National Immunisation Program.",Act / Regulation,National Health Act 1953,19856,,,,21,Yes,Ministerial,,No,,,,Department of Health,,,,,,,,,http://www.pbs.gov.au/info/industry/listing/elements/pbac-meetings,,,
B-002590,,Pharmaceutical Benefits Remuneration Tribunal,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The main functions of the Tribunal are to make a determination to give effect to the terms of agreement between the Government and the Pharmacy Guild in relation to the remuneration that is to be paid to pharmacists for dispensing (supplying) pharmaceutical benefits under the Pharmaceutical Benefits Scheme (PBS); and to perform other functions required by that agreement (currently the Fifth Community Pharmacy Agreement (5CPA)). If there is no agreement in place, however, the Tribunal is responsible for determining the manner in which the Commonwealth price for the payment to pharmacists for the supply of pharmaceutical benefits is set. The Chair is appointed by the Governor-General, and four additional members are appointed by the Minister for Health for a period not exceeding three years on a part-time basis. At least one additional member must be a person who has been, but is no longer, engaged either directly or indirectly in community pharmacy. The Minister for Health makes this appointment following consultation with the Pharmacy Guild of Australia.",Act / Regulation,National Health Act 1953,29718,,,,5,Yes,Ministerial,,No,,,,Department of Health,,,,,,,,,,,,
B-002591,,Pharmaceutical Services Federal Committee of Inquiry,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"Provisions for the Pharmaceutical Services Committee of Inquiry have been included within the National Health Act for some time. The Act allows that the Committee can be established at either a state or federal level. State level committees were last active approximately 20 years ago. A growing number of complaints regarding the conduct of approved pharmacists in relation to the supply and claiming of Pharmaceutical Benefits Scheme medicines from premises for which the pharmacists were not approved prompted the previous Minister for Health to direct the Department to re-establish the Committee. This will allow the committee to investigate matters, at a federal level, of non-compliance with conditions of approval for approved pharmacists. It is for this reason the Pharmaceutical Services Federal Committee of Inquiry has been established. The National Health Act specifies the membership of the committee to consist of four pharmacists to be appointed by the Minister for Health as well as the Secretary (or their delegate who must be a Departmental officer who is a medical practitioner or pharmacist).",Act / Regulation,National Health Act 1953,42114,,,,5,Yes,Ministerial,,No,,,,Department of Health,,,,,,,,,,,,
B-000713,,Primary Health Care Advisory Group,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Australian Government will work hand-in-hand with health professionals and patients to deliver a healthier Medicare to ensure Australians continue receiving the high-quality and appropriate care they need as efficiently as possible.,Principal Body / Management Board / Senior Executive Officer,,42156,,,,,,,,,,,,,,,,,,,,,http://www.health.gov.au/internet/main/publishing.nsf/Content/PrimaryHealthCareAdvisoryGroup-1#memb,,,
B-000714,,Private Health Ministerial Advisory Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Private Health Ministerial Advisory Committee was established by the Minister for Health to bring together key industry representatives to provide advice on the development and implementation of possible reforms to private health insurance.,Minister,,42620,,,,13,Yes,Ministerial,,No,,,,,,,,"Department of Health PO Box 9848 Canberra, ACT, 2601",,,,,http://www.health.gov.au/internet/main/publishing.nsf/Content/phmac,,,
B-002592,,Professional Services Review - Determining Authority,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Professional Service Review (PSR) Determining Authority considers agreements between the PSR Director and practitioners referred to PSR by Chief Executive Medicare and, if appropriate, ratifies them. The Determining Authority also determines the sanctions to apply when a PSR Committee has decided that a practitioner has engaged in inappropriate practice, as defined in the Act.",Act / Regulation,Health Insurance Act 1973,34516,,,,7,Yes,Ministerial,,No,,,,Professional Services Review,,,,"Level 1, 20 Brindabella Circuit",Brindabella Business Park,ACT,2609,Australia,http://www.psr.gov.au/psr-agency-corporate-information/statutory-appointments,http://www.psr.gov.au/publications-and-resources/governance-and-corporate-documents,http://www.psr.gov.au/publications-and-resources/annual-reports,
B-002593,,Professional Services Review Panel,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Professional Services Review Panel provides a body of clinical professionals from which Committees can be drawn to undertake investigations. The Director can also draw on panel members, any consultant or learned professional body that the Director considers appropriate as required to assist in decision making. Committees comprise a selection of panel members to investigate whether a practitioner under review referred by the Director has engaged in inappropriate practice. Committee meetings are held in private and can be undertaken as the Committee sees fit, subject to timeframes and other requirements included in the Act.",Act / Regulation,Health Insurance Act 1973,34516,,,,97,Yes,Ministerial,,No,,,,Professional Services Review,,,,"Level 1, 20 Brindabella Circuit",Brindabella Business Park,ACT,2609,Australia,http://www.psr.gov.au/psr-agency-corporate-information/statutory-appointments,http://www.psr.gov.au/publications-and-resources/governance-and-corporate-documents,http://www.psr.gov.au/publications-and-resources/annual-reports,
B-002594,,Prostheses List Advisory Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"Its primary role is to advise the Minister about the listing of prostheses and their appropriate benefits in the Prostheses List. The List is made under the Private Health Insurance Act 2007 and the Private Health Insurance (Prostheses) Rules which require private health insurers to pay benefits for those prostheses. The Prostheses List arrangements, the PLAC and its predecessor, the PDC, were established to control inflation in private health insurance benefits paid for prostheses. The Prostheses List plays an important role in ensuring the sustainability of the Australian private health insurance system, and helps to achieve the Government's policy objective of ensuring private health insurance remains affordable and accessible to all Australians. The committee is comprised of an independent Chair, with members having expertise in current clinical practice, health insurance, consumer health, health economics, health policy, private hospitals, and the medical device industry.",Principal Body / Management Board / Senior Executive Officer,,40361,,,,16,Yes,Ministerial,,No,,,,Department of Health,,,,,,,,,http://www.health.gov.au/internet/main/publishing.nsf/Content/health-privatehealth-PLAC,,,
B-000715,,Quality Use of Pathology Committee,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The QUPC provides advice to the department in relation to the strategic direction of the Quality Use of Pathology Program, including identification of the priorities for improvement and/ or pathology initiatives.",Principal Body / Management Board / Senior Executive Officer,,36586,,,,,,,,No,,,,,,,,,,,,,http://www.health.gov.au/qupc,,,
B-000716,,Radiation Health and Safety Advisory Council,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Council has the following functions: ? to identify emerging issues relating to radiation protection and nuclear safety and to advise the CEO on them ? to examine matters of major concern to the community in relation to radiation protection and nuclear safety and to advise the CEO on them ? to advise the CEO on the adoption of recommendations, policies, codes and standards in relation to radiation protection and nuclear safety ? to advise the CEO, at the CEO's request, on other matters relating to radiation protection and nuclear safety ? to advise the CEO on such other matters relating to radiation protection and nuclear safety as the Council considers appropriate ? to report to the CEO on matters relating to radiation protection and nuclear safety.",Act / Regulation,Australian Radiation Protection and Nuclear Safety Act 1998,36418,,,,13,Yes,Commissioner / CEO / Senior Executive Officer,,No,,,,Australian Radiation Protection and Nuclear Safety Agency,,,,,,,,,http://www.arpansa.gov.au/aboutus/committees/rhsac.cfm,,,
B-000717,,Radiation Health Committee,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Radiation Health Committee has the following functions: ? to advise the CEO and the Council on matters relating to radiation protection; ? to develop policies and to prepare draft publications for the promotion of uniform national standards of radiation protection; ? to formulate draft national policies, codes and standards in relation to radiation protection for consideration by the Commonwealth, the States and the Territories; ? from time to time, to review national policies, codes and standards in relation to radiation protection to ensure that they continue to substantially reflect world best practice; and ? to consult publicly in the development and review of policies, codes and standards in relation to radiation protection. The Committee?s functions are to be performed only on the request of the CEO.",Act / Regulation,Australian Radiation Protection and Nuclear Safety Act 1998,36487,,,,,,,,No,,,,,,,,,,,,,http://www.arpansa.gov.au/aboutus/committees/rhc.cfm,,,
B-002595,,Therapeutic Goods (Codes of Conduct) Implementation Advisory Group,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,"The purpose of the Advisory Group is to oversee and guide the implementation of the Working Group's recommendations relating to self regulation including: - implementation of the Working Group's high-level principles, and alignment of the industry's codes of conduct; - establishment of communication mechanisms to support better access to information for health consumers, industry, and health care professionals; - improved training for health care professionals and industry participants in relation to ethical behaviour; - alignment of ethical standards and requirements for health care professionals with the standards required for industry; and - development of shared complaints reporting and handling processes.",Act / Regulation,Therapeutic Goods Act 1989,41245,,,,,,,,No,,,,Department of Health,,,,,,,,,,,,
B-002597,,Therapeutic Goods Advertising Code council,Health,B. Secondary,E. Statutory Office Holder Offices and Committees,,,"The Council's functions are: - to consider requirements for the advertising of therapeutic goods and changes to the Therapeutic Goods Advertising Code, to accept submissions for this purpose, and to advise the Minister accordingly; - to make recommendations to the Minister for achieving greater uniformity in approval processes and standards for advertising therapeutic goods in specified media and broadcast media; - to make recommendations to the Minister about requests for review of a decision of the Secretary under Therapeutic Goods Regulation 5G; - to consider matters raised at Council meetings by Council members or observers to the Council and advise the Minister accordingly; - to advise the Minister on any matter referred to the Council by the Minister or Secretary of the Department of Health; and - any other function conferred on the Council by the Therapeutic Goods Regulations 1990.",Act / Regulation,Therapeutic Goods Regulations 1990 42A,35976,,,,,,,,No,,,,Department of Health,,,,"Level 13 Macquarie House, 167 Macquarie Street",Sydney,NSW,2000,Australia,http://www.tgacc.com.au,,,
B-002599,,Transplant Liaison Reference Group,Health,B. Secondary,D. Advisory Body - Policy and Stakeholder Consultation,,,The Transplant Liaison Reference Group provides advice to the Australian Organ and Tissue Donation and Transplantation Authority's Chief Executive Officer and facilitates engagement with the transplant sector on matters relevant to the implementation of the national reform program.,Principal Body / Management Board / Senior Executive Officer,,41244,,,,,,,,No,,,,Australian Organ and Tissue Donation and Transplantation Authority,,,,"Level 6, 221 London Circuit",Canberra,ACT,2600,Australia,,,,
B-000718,,Aboriginal and Torres Strait Islander Health Practice Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the inaugural Aboriginal and Torres Strait Islander Health Practice Board of Australia were appointed for three years by the Australian Health Workforce Ministerial Council. The functions of the Aboriginal and Torres Strait Islander Health Practice Board of Australia include: - developing standards, codes and guidelines for Aboriginal and Torres Strait Islander Health Practice ; - approving accreditation standards and accredited courses of study; - registering Aboriginal and Torres Strait Islander Health practitioners and students; and - handling notifications, complaints, investigations and disciplinary hearings.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41090,,,,,,,,,,,,,,,,,,,,,http://www.atsihealthpracticeboard.gov.au/,,,
B-002549,,Agency Management Committee,Health,C. Other,K. National Law Bodies,,,"The Agency Management Committee was appointed by the Australian Health Workforce Ministerial Council in September 2012. The Committee consists of seven (7) people including: a Chair who is not a registered health practitioner and has not been a health practitioner in the last five (5) years, at least two (2) people with expertise in health and/or education and training, and at least two (2) people with business or administrative expertise who are not current or previous registered health practitioners.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41154,,,,,,,,No,,,,Department of Health,,,,,,,,,,,,
B-000719,,Australian Health Practitioner Regulation Agency,Health,C. Other,K. National Law Bodies,,,"Australian Health Practitioner Regulation Agency's (AHPRA) operations are governed by the Health Practitioner Regulation National Law, as in force in each state and territory (the National Law), which came into effect on 1 July 2010. This law means that for the first time in Australia, 14 health professions are regulated by nationally consistent legislation under the National Registration and Accreditation Scheme. AHPRA supports the 14 National Boards that are responsible for regulating the health professions. The primary role of the National Boards is to protect the public and they set standards and policies that all registered health practitioners must meet. Each National Board has entered into a health profession agreement with AHPRA which sets out the fees payable by health practitioners, the annual budget of the National Board and the services provided by AHPRA. The Agency Management Committee is appointed by the Australian Health Workforce Ministerial Council in accordance with National Law. The Committee consists of at least 5 people including: A Chair who is not a registered health practitioner and has not been a health practitioner in the last 5 years ; at least 2 people with expertise in health and/or education and training ; at least 2 people with business or administrative expertise who are not current or previous registered health practitioners .",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40360,,,,0,,,,,,,,,,,,,,,,,https://www.ahpra.gov.au/,,,
B-000720,,Chinese Medicine Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Chinese Medicine Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Chinese Medicine Board of Australia include: - developing standards, codes and guidelines for the Chinese Medicine profession; - approving accreditation standards and accredited courses of study; - registering Chinese Medicine practitioners and students; - handling notifications, complaints, investigations and disciplinary hearings; and - assessing overseas trained practitioners who wish to practise in Australia.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41090,,,,,,,,,,,,,,,,,,,,,http://www.chinesemedicineboard.gov.au/,,,
B-000721,,Chiropractic Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Chiropractic Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Chiropractic Board of Australia include: - registering chiropractors and students; - developing standards, codes and guidelines for the chiropractic profession; - handling notifications, complaints, investigations and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited programs of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.chiropracticboard.gov.au/,,,
B-000722,,Dental Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Dental Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Dental Board of Australia include: - registering dentists, students, dental specialists, dental therapists, dental hygienists, oral health therapists and dental prosthetists; - developing standards, codes and guidelines for the dental profession; - handling notifications, complaints, investigations and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,39996,,,,,,,,,,,,,,,,,,,,,http://www.dentalboard.gov.au/,,,
B-000723,,Medical Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Medical Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The role of the Medical Board of Australia is to: - register medical practitioners and medical students; - develop standards, codes and guidelines for the medical profession; - investigate notifications and complaints; - where necessary, conduct panel hearings and refer serious matters to Tribunal hearings; - assess International Medical Graduates who wish to practise in Australia; and - approve accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41090,,,,,,,,,,,,,,,,,,,,,http://www.medicalboard.gov.au/,,,
B-000724,,Medical Radiation Practice Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Medical Radiation Practice Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Medical Radiation Practice Board of Australia include: - developing standards, codes and guidelines for the Medical Radiation profession - approving accreditation standards and accredited courses of study. - registering Medical Radiation practitioners and students - handling notifications, complaints, investigations and disciplinary hearings - assessing overseas trained practitioners who wish to practise in Australia",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41090,,,,,,,,,,,,,,,,,,,,,http://www.medicalradiationpracticeboard.gov.au/,,,
B-000725,,National Health Practitioner Ombudsman and Privacy Commissioner,Health,C. Other,K. National Law Bodies,,,The National Health Practitioner Ombudsman and Privacy Commissioner is appointed by the Australian Health Workforce Ministerial Council The National Health Practitioner Ombudsman and Privacy Commissioner has two functions. The first is to receive and resolve complaints from people who believe they may have been treated unfairly in administrative processes by an agency within the National Scheme and to review the handling of freedom of information processes and actions undertaken by the agencies. The second key role is to receive and resolve complaints from people who believe their personal information has not been handled appropriately under the National Scheme.,Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40359,,,,0,,,,,,,,,,,,,,,,,http://www.nhpopc.gov.au,,,
B-000726,,Nursing and Midwifery Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Nursing and Midwifery Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Nursing and Midwifery Board of Australia include: - registering nursing and midwifery practitioners and students; - developing standards, codes, and guidelines for the nursing and midwifery profession; - handling notifications, complaints, investigations, and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.nursingmidwiferyboard.gov.au/,,,
B-000727,,Occupational Therapy Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Occupational Therapy Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Occupational Therapy Board of Australia include: - developing standards, codes, and guidelines for the Occupational Therapy profession; - approving accreditation standards and accredited courses of study; - registering Occupational Therapy practitioners and students; - handling notifications, complaints, investigations, and disciplinary hearings; and - assessing overseas trained practitioners who wish to practise in Australia.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,41090,,,,,,,,,,,,,,,,,,,,,http://www.occupationaltherapyboard.gov.au/,,,
B-000728,,Optometry Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Optometry Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Optometry Board of Australia include: - registering optometrists and students; - developing standards, codes, and guidelines for the optometry profession; - handling notifications, complaints, investigations, and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.optometryboard.gov.au/,,,
B-000729,,Osteopathy Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Osteopathy Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Osteopathy Board of Australia include: - registering osteopaths and students; - developing standards, codes, and guidelines for the osteopathy profession ;handling notifications, complaints, investigations, and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.osteopathyboard.gov.au/,,,
B-000730,,Pharmacy Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Pharmacy Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Pharmacy Board of Australia include: - registering pharmacists and students; - developing standards, codes, and guidelines for the pharmacy profession; - handling notifications, complaints, investigations, and disciplinary hearings; and - assessing overseas trained practitioners who wish to practise in Australia approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.pharmacyboard.gov.au/,,,
B-000731,,Physiotherapy Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Physiotherapy Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Physiotherapy Board of Australia include: - registering physiotherapists and students; - developing standards, codes and guidelines for the physiotherapy profession; - handling notifications, complaints, investigations and disciplinary hearings; and - assessing overseas trained practitioners who wish to practise in Australia; approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.physiotherapyboard.gov.au/,,,
B-000732,,Podiatry Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Podiatry Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Podiatry Board of Australia include: - registering podiatrists and students; - developing standards, codes and guidelines for the podiatry profession; - handling notifications, complaints, investigations and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.podiatryboard.gov.au/,,,
B-000733,,Psychology Board of Australia,Health,C. Other,K. National Law Bodies,,,"Members of the Psychology Board of Australia are appointed by the Australian Health Workforce Ministerial Council. The functions of the Psychology Board of Australia include: - registering psychologists and provisional psychologists; - developing standards, codes and guidelines for the psychology profession; - handling notifications, complaints, investigations and disciplinary hearings; - assessing overseas trained practitioners who wish to practise in Australia; and - approving accreditation standards and accredited courses of study.",Act / Regulation,Health Practitioner Regulation National Law Act as in force in each State and Territory,40056,,,,,,,,,,,,,,,,,,,,,http://www.psychologyboard.gov.au/,,,
O-000882,Yes,Department of Home Affairs,Home Affairs,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The Department of Home Affairs, led by Secretary Michael Pezzullo, remains responsible for immigration and customs border policy, and the following functions: ?National security and law enforcement policy ?Emergency management, including crisis management and disaster recovery ?Countering terrorism policy and coordination ?Cyber security policy and coordination ?Countering foreign interference ?Critical infrastructure protection ?Multicultural affairs ?Countering violent extremism programs ?Transport Security",Constitution and Administrative Arrangement Orders,,41535,Social Security and Welfare; Education; Other Economic Affairs; General Public Services,Yes - Department,14545,,,,,Yes,ANAO,,33 380 054 835,,,4766345,3138310,6 Chan Street,Belconnen,ACT,2617,Australia,http://www.homeaffairs.gov.au/,http://www.homeaffairs.gov.au/,http://www.homeaffairs.gov.au/,http://www.homeaffairs.gov.au/
O-000781,,Australian Criminal Intelligence Commission,Home Affairs,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Australian Criminal Intelligence Commission is Australia's national criminal intelligence agency. We work with our state and territory, national and international law enforcement partners to improve the national ability to respond to crime impacting Australia. We do this by: ? Connecting - - we are a conduit between states and territories and the Commonwealth for sharing criminal information and intelligence. ? Discovering - - we generate and collect, integrate and analyse intelligence about new and emerging, serious and organised crime. ? Understanding - - we create a full and enriched national picture of crime. ? Responding - - we prevent and disrupt criminal activity and protect police and the community through timely information services and intelligence.",Act / Regulation,Australian Crime Commission Act 2002,42552,Public Order and Safety,Yes - Statutory Agency,849,,,,,Yes,ANAO,,11 259 448 410,,,238188,249089,4 National Circuit,Barton,ACT,2600,Australia,http://www.acic.gov.au,https://www.acic.gov.au/about-us/corporate-documents,https://www.acic.gov.au/about-us/corporate-documents,http://www.ag.gov.au/Publications/Budgets/Budget2014-15/Pages/PortfolioBudgetStatements2014-15.aspx
O-000782,,Australian Federal Police,Home Affairs,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Material,"The AFP is the Australian Government's primary law enforcement agency. The role of the AFP is to enforce Commonwealth criminal law, to contribute to combating organised crime and to protect Commonwealth interests from criminal activity in Australia and overseas as a key member of the national security community. The AFP leads and contributes to many whole-of-government national security initiatives. Section 8 of the Australian Federal Police Act 1979 outlines the functions of the AFP, which are: - the provision of police services in relation to the laws of the Commonwealth and the property of the Commonwealth (including Commonwealth places) and the safeguarding of Commonwealth interests - the provision of police services in relation to the Australian Capital Territory, the Jervis Bay Territory and Australia's external territories (Christmas Island, Cocos (Keeling) Islands and Norfolk Island) - the provision of protective and custodial functions as directed by the minister - the provision of police services and police support services to assist or cooperate with an Australian or foreign law enforcement agency, intelligence or security agency, or government regulatory agency - the provision of police services and police support services to establishing, developing and monitoring peace, stability and security in foreign countries.",Act / Regulation,Australian Federal Police Act 1979,29147,General Public Services; Public Order and Safety,,6771,,,,,Yes,ANAO,,17 864 931 143,,,1273069,1522562,47 Kings Avenue,Barton CANBERRA,ACT,2600,Australia,http://www.afp.gov.au/,http://www.afp.gov.au/about-the-afp/governance/strategic-plan.aspx,http://www.afp.gov.au/en/media-centre/publications.aspx,http://www.afp.gov.au/en/media-centre/publications.aspx
O-000785,,Australian Institute of Criminology,Home Affairs,A. Principal,A. Non Corporate Commonwealth Entity,GGS,Small,"The Australian Institute of Criminology (AIC) is Australia?s national research and knowledge centre on crime and justice, compiling trend data and disseminating research and policy advice. The AIC informs crime and justice policy and practice in Australia by undertaking, funding and disseminating policy-relevant research of national significance, by generating a crime and justice evidence base, and by establishing a national knowledge centre. The Australian Institute of Criminology (AIC) is part of the Home Affairs Portfolio and accountable to the Minister for Home Affairs. A Criminology Research Advisory Council comprised of representatives from each jurisdiction, advises the AIC on strategic research priorities and on the Criminology Research Grants program. The AIC works with stakeholders both nationally and internationally to bring together a research knowledge base that is both qualitative and quantitative in nature. The AIC relies upon data provided by the Commonwealth and state and territory governments in order to undertake a large range of its research activities. Stakeholders include: ? the Australian Government - - national law enforcement agencies, regulatory agencies, and justice agencies ? States and Territories - - state and territory law enforcement agencies, regulatory agencies, and justice and corrections agencies ? International Agencies - - the AIC is a member of the United Nations Crime Prevention and Criminal Justice Programme Network of Institutes ? Others - - academia, non-government organisations, general public. The AIC works closely with the Australian Criminal Intelligence Commission (ACIC). The Chief Executive Officer of the ACIC is also the Director of the AIC, and although an independent entity, AIC staff were transferred to the ACIC under a Machinery of Government process in 2015.",Act / Regulation,Criminology Research Act 1971,26029,Public Order and Safety,Yes - Statutory Agency with Dual Staffing Powers,35,,,,,Yes,ANAO,,63 257 175 248,,,6680,6759,4 National Circuit,Barton,ACT,2600,Australia,http://aic.gov.au/,https://aic.gov.au/about-us/corporate-documents,https://aic.gov.au/about-us/corporate-documents,https://aic.gov.au/about-us/corporate-documents
